id,year,cattle_total,male_lt_6mo,male_6mo_lt_1yr,male_1yr_lt_3yrs,male_3yrs_lt_10yrs,male_gte_10yrs,female_lt_6mo,female_6mo_lt_1yr,female_1yr_lt_3yrs,female_3yrs_lt_10yrs,female_gte_10yrs,male_indigenous,male_hybrid,male_exotic,female_indigenous,female_hybrid,female_exotic,
74,2006,442016,21649,13974,23071,134734,3219,23755,17281,29476,169109,5748,196647,0,0,244849,-1,0
64,2006,135637,8007,5611,7642,38330,-1,8679,5735,7693,51625,-1,60775,-1,0,74713,-1,0
65,2006,37518,2815,1857,3322,5470,-1,2495,2115,4308,14749,367,13431,-1,0,23805,209,-1
66,2006,37518,2815,1857,3322,5470,-1,2495,2115,4308,14749,367,13431,-1,0,23805,209,-1
67,2006,29205,724,992,1793,11102,1786,606,1048,2135,8543,475,16222,146,30,11879,749,179
9,2006,21136,580,780,1414,7825,717,421,841,1692,6634,233,11191,104,21,9208,453,-1
68,2006,8068,144,212,380,3278,1069,185,208,443,1909,243,5030,-1,-1,2671,-1,-1
69,2006,38955,2539,1530,4831,4444,0,2783,1633,4339,16488,368,13261,-1,-1,25556,-1,0
0,2007,47570675,2180519,1987742,3442853,12699924,790216,2406289,2120662,4248694,16967428,726348,20978790,109242,13223,26237158,201966,30297
1,2007,3119407,150372,105291,216377,922849,79677,169583,125890,249609,1036743,63015,1466940,7443,-1,1634124,9164,1553
2,2007,771917,39740,27944,50748,197067,19918,50018,36511,63519,268267,18187,335269,-1,0,435646,-1,-1
3,2007,754280,30399,18138,60833,274267,18669,31076,23029,59183,227657,11031,399993,2128,-1,350317,-1,-1
4,2007,380860,17533,14207,30737,120110,6050,17648,16457,30128,124043,3947,184715,3922,0,186472,5450,-1
5,2007,671199,31528,21038,36011,232455,24324,35728,23151,41761,215413,9788,344292,-1,0,324479,813,-1
6,2007,541151,31172,23965,38048,98950,10717,35114,26741,55018,201363,20062,202671,-1,0,337210,-1,0
7,2007,401167,22188,18805,17561,33236,442,38550,32814,42330,193637,1604,92232,0,0,308935,0,0
8,2007,223960,12415,9363,7763,13823,-1,20878,16252,22579,119321,1402,43529,0,0,180431,0,0
9,2007,177207,9774,9442,9797,19413,277,17672,16562,19751,74317,-1,48703,0,0,128504,0,0
10,2007,11757295,445297,397612,862832,3906997,387028,496122,406450,916787,3695434,242736,5984611,12529,-1,5719364,35158,3008
11,2007,2157749,90395,86539,189788,595603,73045,95935,94677,188153,678949,64665,1034130,-1,0,1119187,-1,-1
12,2007,1310023,52359,37785,106550,445588,54193,52029,32371,96940,399464,32743,695834,-1,0,612923,-1,0
13,2007,986458,49509,24769,69311,285551,26574,51693,33927,92300,329114,23709,455715,0,0,530166,-1,-1
14,2007,1652507,69718,65813,128506,581093,16703,80185,52783,124325,521353,12027,858146,-1,-1,786371,3845,-1
15,2007,1138365,25448,38948,81703,486666,30121,33840,33461,82918,313753,11508,656812,6074,0,453973,-1,0
16,2007,1489042,43855,38635,99015,538403,91934,50321,43666,98113,453552,31549,809717,-1,-1,673519,-1,-1
17,2007,1785578,56506,63038,99919,613964,73529,73661,68801,129674,562362,44123,905987,-1,-1,875641,-1,-1
18,2007,274866,11294,8640,17910,90668,2667,11527,9752,25572,93832,3005,131179,0,0,143564,0,-1
19,2007,660935,31029,24981,46882,175029,15501,30998,26971,51022,243045,15478,293233,-1,0,367326,-1,0
20,2007,281362,14049,7658,21648,88215,2627,14658,9248,26182,93295,3781,133969,-1,0,146174,-1,0
78,2007,20410,1133,806,1601,6217,134,1277,793,1590,6713,147,9891,0,0,10519,0,0
21,2007,21410978,1006594,953817,1609530,5719491,272754,1074339,995395,1995998,7480620,302442,9472940,79509,9736,11699853,124644,24296
22,2007,898055,27336,40796,62075,265098,5898,33474,43931,81487,327877,10083,401202,0,0,496852,0,0
72,2007,834163,32158,41022,63725,246488,11305,30748,38485,70428,288441,11364,394698,0,0,439465,0,0
24,2007,893207,31990,44582,60096,264741,5104,44220,46420,81343,305534,9178,406513,0,0,486193,-1,0
25,2007,2006467,82554,93191,157997,598425,6766,77422,78419,204041,692247,15403,938934,0,0,1067533,0,0
26,2007,1641785,58720,73966,133714,500925,36233,62122,74354,143962,527646,30143,799472,-1,-1,830831,-1,-1
15,2007,1410831,54889,68181,96444,441986,35645,46339,68630,113033,460228,25455,667633,28443,-1,666099,43546,-1
27,2007,1204478,42537,51329,92792,390734,27773,47894,53181,108039,365870,24328,603021,-1,-1,594116,1157,-1
28,2007,2510936,128926,89159,183674,729455,47203,138894,82408,217278,844721,49217,1146567,25959,-1,1283918,39088,-1
29,2007,1247429,72537,58071,101162,326591,5955,81539,57599,118760,412738,12476,564316,0,0,683113,0,0
30,2007,1443614,93417,69092,147968,256750,0,98687,71591,150751,542752,12605,566760,-1,0,876386,0,0
31,2007,1294744,64740,63166,78925,379853,10276,66081,67199,103882,444133,16488,595041,-1,0,695270,2513,0
32,2007,1224163,79725,52564,81262,202965,-1,96399,66984,130787,487717,-1,424514,0,0,799649,0,0
33,2007,821641,19103,25265,56238,294241,44184,20040,29992,69464,248473,14640,437461,1570,0,381038,1212,-1
34,2007,1164073,62195,59796,80172,212446,5370,65611,69307,109546,480516,19113,419980,0,0,744092,0,0
77,2007,1861402,121906,77169,138964,322344,8306,125294,95915,203949,745936,21620,651174,16173,-1,1157323,30055,-1
75,2007,350838,13760,18363,24746,109372,-1,15632,22036,32915,109904,-1,167981,0,0,182857,0,0
76,2007,603154,20099,28105,49577,177079,12996,23941,28942,56334,195885,10197,287673,-1,0,315117,-1,0
35,2007,640357,51135,31646,34100,82227,-1,58583,40925,49695,280800,-1,203680,0,0,436596,0,-1
36,2007,37318,3639,2136,2019,3141,0,3030,2032,4762,16523,-1,10936,0,0,26382,0,0
37,2007,377363,30194,18720,20510,58776,-1,32983,24097,27956,159652,-1,130612,0,0,246671,0,-1
38,2007,225676,17303,10790,11570,20310,-1,22570,14796,16976,104625,-1,62133,0,0,163543,0,0
39,2007,363590,13528,18436,33210,96687,3860,13567,20014,33740,125876,4672,165721,0,0,197869,0,0
40,2007,246660,9658,12592,22604,63793,3508,8711,14364,23313,84271,3845,112156,0,0,134505,0,0
41,2007,65108,1652,3428,6343,18909,-1,2511,3214,4643,23793,476,30471,0,0,34637,0,0
42,2007,16393,484,867,1458,4066,0,583,708,2251,5975,0,6875,0,0,9517,0,0
79,2007,20441,943,933,1609,6096,185,970,1093,1927,6432,253,9766,0,0,10675,0,0
80,2007,14989,791,615,1196,3823,-1,792,635,1606,5405,-1,6453,0,0,8536,0,0
43,2007,9574677,472031,447760,640608,1901593,40780,534456,482342,921588,4033325,100194,3492386,9733,-1,6037934,32780,1191
44,2007,1134911,56053,53455,75963,139706,2937,63336,58761,124933,545105,14660,327188,-1,0,806355,-1,0
45,2007,718717,33232,35026,54090,177543,3099,30153,31462,57720,289719,6674,302110,-1,-1,412106,-1,0
46,2007,341541,15174,14536,25167,76674,1757,16716,17520,27073,143185,3738,129072,4237,0,189436,18261,-1
47,2007,1573283,92141,87193,90149,104485,-1,106768,94322,182493,788232,25208,374920,-1,0,1195241,-1,0
48,2007,116995,4408,4261,10193,35340,-1,4757,3898,8971,44076,-1,54839,0,0,61980,-1,0
49,2007,764999,30981,37382,48029,168859,-1,41694,44683,65278,319266,8156,285091,-1,0,472812,-1,-1
50,2007,818754,42938,38303,72629,150953,-1,45582,39521,79844,324788,12278,315908,-1,-1,501879,0,-1
51,2007,84827,5271,5629,5865,15308,0,4805,5642,8964,33073,-1,32073,0,0,52754,0,0
52,2007,934532,58692,39386,63733,211687,-1,59265,43437,100091,349731,-1,378109,0,0,556423,0,0
53,2007,1058731,41797,48396,66228,263664,2990,53378,56607,91765,423614,-1,422531,-1,0,634614,-1,-1
73,2007,426598,24786,18246,25568,101701,-1,26380,19246,39913,167051,-1,170778,-1,-1,254828,-1,0
55,2007,67381,1816,2033,3847,23288,271,1912,2287,4086,27206,635,31255,0,0,36126,0,0
56,2007,115045,4900,3575,7851,34758,-1,5714,4625,10661,42387,-1,51139,0,0,63906,0,0
57,2007,45973,1990,1652,2531,18571,445,2108,1545,2733,13976,421,25189,0,0,20784,0,0
58,2007,146041,6166,4635,10809,45066,3596,9903,5453,12313,45918,2184,70271,0,0,75770,0,0
59,2007,60659,1547,2299,3805,26817,-1,1264,2159,3554,17959,360,35363,0,0,25297,0,0
60,2007,332490,16522,15253,24142,76710,-1,16255,14913,33475,132778,2157,132911,0,0,199579,0,0
61,2007,34585,1475,1391,2728,10526,77,1376,1530,3182,12119,180,16197,0,0,18388,0,0
63,2007,71212,3215,4626,4657,18951,-1,3507,4084,6742,25279,-1,31510,0,0,39702,0,0
74,2007,544392,20267,24470,32395,145759,-1,29288,23663,46372,215617,4284,224860,-1,0,318286,-1,0
64,2007,183011,8660,6014,10228,55229,940,10294,6985,11424,72244,993,81072,0,0,101669,-1,-1
81,2007,212591,12966,10061,19718,23036,1104,14821,12817,28402,85832,3834,66885,0,0,145706,0,0
82,2007,30410,1797,1441,2724,6121,-1,1290,1363,3880,11690,-1,12118,0,0,18292,0,0
83,2007,112871,6485,4837,12439,12334,0,8284,6343,16794,45166,-1,36095,0,0,76776,0,0
84,2007,17921,1677,1220,1232,791,0,1244,1407,1754,8549,-1,4921,0,0,13000,0,0
85,2007,51389,3007,2564,3322,3789,1070,4003,3704,5974,20426,3530,13752,0,0,37637,0,0
65,2007,40775,2004,2031,3950,7028,0,2271,2203,4791,16004,493,14961,-1,-1,25558,-1,-1
66,2007,40775,2004,2031,3950,7028,0,2271,2203,4791,16004,493,14961,-1,-1,25558,-1,-1
69,2007,49838,4404,2283,4967,6780,0,3997,1813,5754,19157,683,18434,0,0,31219,-1,-1
0,2008,49297898,2097974,1936052,3565946,13538543,808069,2229812,2175552,4546485,17700509,698955,21816809,110102,19674,27127669,190326,33318
1,2008,3103468,138030,118322,210308,907580,92185,169341,137677,265877,1002646,61502,1462052,4168,-1,1628684,6425,1934
2,2008,849267,38507,38545,58653,205709,30840,49327,45518,81517,273770,26881,371651,-1,0,474877,-1,-1
3,2008,751771,20969,20401,46085,278131,16878,32540,30052,60968,238378,7369,381452,-1,-1,367532,-1,-1
4,2008,361073,19476,15059,26412,108003,7519,20669,12728,27064,121454,2689,173969,2498,0,181325,2961,-1
5,2008,673206,31095,23582,44634,216971,24781,34425,25164,54105,206885,11565,340803,-1,0,331234,-1,-1
6,2008,468150,27984,20736,34524,98766,12167,32380,24214,42223,162159,12998,194176,0,0,273716,-1,0
7,2008,473270,28253,17177,17802,31729,1132,44128,38537,60131,223825,10556,96093,0,0,377023,-1,0
8,2008,255225,13167,8950,9280,19260,-1,20419,20791,27858,125558,-1,51292,0,0,203933,0,0
9,2008,218045,15086,8227,8523,12470,-1,23709,17746,32273,98266,-1,44801,0,0,173090,-1,0
10,2008,12748995,466750,400581,918785,4405574,338083,510387,434217,1006688,4067588,200342,6500619,26365,-1,6177784,38573,-1
11,2008,2407544,105734,98856,182045,679797,53704,130845,115463,219263,787866,33970,1118378,-1,-1,1286336,-1,0
12,2008,1326764,49157,30642,105557,450682,49675,45231,26910,110336,426603,31972,684139,-1,-1,639251,-1,-1
13,2008,1156332,47974,30432,81174,379037,16664,57967,32625,94245,399572,16642,554909,-1,0,600302,-1,-1
14,2008,1811631,70165,64781,133992,664320,19804,73216,68718,142814,562866,10955,939366,13695,0,841227,16336,-1
15,2008,1172154,34376,27328,79193,527657,45413,25736,27938,67810,327776,8926,704491,9476,0,441364,16544,-1
16,2008,1715369,45236,46901,110275,650344,76010,57633,59697,121410,515183,32679,927059,-1,-1,785894,-1,0
17,2008,1800917,54652,56582,129006,653295,52546,52562,58401,141147,566652,36074,946081,0,0,853763,-1,0
18,2008,340377,19050,10897,18319,101296,6369,21046,11078,23934,121904,6484,155931,0,0,184446,0,0
19,2008,723232,25749,23676,57966,207893,13488,29011,23954,65036,257957,18502,328214,-1,-1,392588,-1,-1
20,2008,273159,13553,10005,19603,83810,4288,15923,8738,18956,94256,4027,131259,0,0,141900,0,0
78,2008,21516,1103,480,1655,7443,123,1216,696,1737,6953,111,10791,-1,0,10713,0,0
