id,year,poultry_afflicted,poultry_treated,poultry_death_disease,poultry_death_other,poultry_vac_total,total_deaths,
0,2004,7197,-1,-1,-1,-1,0
1,2004,-1,0,-1,-1,0,0
2,2004,-1,0,-1,0,0,0
3,2004,0,0,0,0,0,0
4,2004,0,0,0,0,0,0
5,2004,-1,0,0,-1,0,0
6,2004,0,0,0,0,0,0
7,2004,0,0,0,0,0,0
8,2004,0,0,0,0,0,0
9,2004,0,0,0,0,0,0
10,2004,5066,-1,-1,0,0,0
11,2004,0,0,0,0,0,0
12,2004,0,0,0,0,0,0
13,2004,0,0,0,0,0,0
14,2004,4258,0,-1,0,0,0
15,2004,0,0,0,0,0,0
16,2004,0,0,0,0,0,0
17,2004,-1,0,-1,0,0,0
18,2004,0,0,0,0,0,0
19,2004,0,0,0,0,0,0
20,2004,-1,-1,0,0,0,0
21,2004,0,-1,0,0,0,0
22,2004,0,0,0,0,0,0
72,2004,0,0,0,0,0,0
24,2004,0,0,0,0,0,0
25,2004,0,-1,0,0,0,0
26,2004,0,0,0,0,0,0
15,2004,0,0,0,0,0,0
27,2004,0,0,0,0,0,0
28,2004,0,0,0,0,0,0
29,2004,0,0,0,0,0,0
30,2004,0,0,0,0,0,0
31,2004,0,0,0,0,0,0
32,2004,0,0,0,0,0,0
33,2004,0,0,0,0,0,0
34,2004,0,0,0,0,0,0
35,2004,-1,-1,-1,-1,-1,0
36,2004,-1,0,-1,0,0,0
37,2004,0,0,0,0,0,0
38,2004,-1,-1,-1,-1,-1,0
39,2004,0,0,0,0,0,0
40,2004,0,0,0,0,0,0
41,2004,0,0,0,0,0,0
42,2004,0,0,0,0,0,0
43,2004,0,0,0,0,0,0
44,2004,0,0,0,0,0,0
45,2004,0,0,0,0,0,0
46,2004,0,0,0,0,0,0
47,2004,0,0,0,0,0,0
48,2004,0,0,0,0,0,0
49,2004,0,0,0,0,0,0
50,2004,0,0,0,0,0,0
51,2004,0,0,0,0,0,0
52,2004,0,0,0,0,0,0
53,2004,0,0,0,0,0,0
73,2004,0,0,0,0,0,0
55,2004,0,0,0,0,0,0
56,2004,0,0,0,0,0,0
57,2004,0,0,0,0,0,0
58,2004,0,0,0,0,0,0
59,2004,0,0,0,0,0,0
60,2004,0,0,0,0,0,0
61,2004,0,0,0,0,0,0
63,2004,0,0,0,0,0,0
74,2004,0,0,0,0,0,0
64,2004,0,0,0,0,0,0
65,2004,0,0,0,-1,0,0
66,2004,0,0,0,-1,0,0
67,2004,0,0,0,0,0,0
9,2004,0,0,0,0,0,0
68,2004,0,0,0,0,0,0
69,2004,0,0,0,0,0,0
0,2005,13107263,403606,14801377,11286227,0,26087604
1,2005,1391479,50940,1739735,785065,0,2524800
2,2005,571570,19137,655559,247429,0,902988
3,2005,376485,9690,408563,183571,0,592134
4,2005,68484,-1,174158,106126,0,280284
5,2005,59009,3365,95424,158394,0,253818
6,2005,315931,-1,406030,89545,0,495575
7,2005,15012,-1,18029,8431,0,26460
8,2005,-1,0,-1,0,0,-1
9,2005,15000,-1,18000,8431,0,26431
10,2005,3709457,68507,3616409,3228325,0,6844734
11,2005,1499409,14278,1357166,597334,0,1954499
12,2005,353340,-1,402688,552122,0,954810
13,2005,202955,0,177116,228642,0,405758
14,2005,98813,-1,127715,336151,0,463866
15,2005,429264,-1,430377,337041,0,767418
16,2005,135121,-1,158207,142874,0,301081
17,2005,674203,14751,647887,593798,0,1241686
18,2005,33258,-1,32060,123394,0,155454
19,2005,243289,-1,235960,204008,0,439968
20,2005,39808,-1,47233,112962,0,160194
21,2005,4872884,200413,6294945,4271140,0,10566086
22,2005,624739,40354,953225,589393,0,1542617
72,2005,379459,35071,609974,235954,0,845927
24,2005,383411,0,353993,424060,0,778053
25,2005,589079,-1,667286,497577,0,1164863
26,2005,694823,12728,797094,194265,0,991359
15,2005,281723,15698,374147,90569,0,464716
27,2005,354612,-1,446729,213313,0,660042
28,2005,459144,31555,648792,531055,0,1179846
29,2005,187678,-1,293379,450428,0,743807
30,2005,235353,-1,284645,440979,0,725623
31,2005,211402,-1,257314,247482,0,504796
32,2005,113440,18808,99015,138178,0,237193
33,2005,297744,17892,375227,88601,0,463827
34,2005,60278,-1,134126,129288,0,263415
35,2005,5402,252,6172,13046,0,19218
36,2005,1344,186,1281,1473,0,2753
37,2005,-1,0,-1,-1,0,7037
38,2005,2932,-1,3279,6149,0,9428
39,2005,777189,9278,751582,262446,0,1014028
40,2005,208539,5125,211331,141569,0,352900
41,2005,503921,-1,472504,77909,0,550414
42,2005,64729,-1,67746,42968,0,110714
43,2005,2301126,71754,2337851,2682558,0,5020409
44,2005,127774,-1,133765,133793,0,267559
45,2005,297685,-1,292444,258186,0,550630
46,2005,62349,-1,60319,136079,0,196398
47,2005,221846,-1,200846,289243,0,490089
48,2005,84741,-1,116444,82183,0,198627
49,2005,134941,-1,145818,117383,0,263201
50,2005,114946,-1,151367,129828,0,281195
51,2005,95806,-1,95023,88123,0,183146
52,2005,345358,-1,327744,473943,0,801686
53,2005,157094,-1,163980,239544,0,403524
73,2005,281168,-1,268716,314822,0,583538
55,2005,8562,1380,8785,8585,0,17370
56,2005,18001,0,15712,27737,0,43449
57,2005,15075,-1,14637,7235,0,21872
58,2005,43594,-1,44377,41370,0,85746
59,2005,23482,-1,23111,22551,0,45662
60,2005,48087,-1,37158,54158,0,91316
61,2005,12002,0,10262,23052,0,33315
63,2005,19277,-1,21213,30036,0,51248
74,2005,131233,-1,154615,173734,0,328349
64,2005,58101,-1,51516,30972,0,82488
65,2005,6384,-1,6297,14391,0,20688
66,2005,6384,-1,6297,14391,0,20688
67,2005,14730,1345,15628,4089,0,19716
9,2005,11150,1022,10625,3139,0,13764
68,2005,3580,-1,5003,950,0,5952
69,2005,13600,-1,14729,16735,0,31464
0,2006,14972236,432491,16708276,15800425,0,32508700
1,2006,1535300,47794,1927288,1357238,0,3284526
2,2006,545321,30273,723297,334464,0,1057761
3,2006,376387,-1,426935,390232,0,817167
4,2006,73437,4224,153944,138027,0,291971
5,2006,125913,4432,230990,287809,0,518800
6,2006,414243,-1,392122,206705,0,598827
7,2006,13597,-1,12477,10265,0,22742
8,2006,-1,0,-1,-1,0,-1
9,2006,13466,-1,12461,10009,0,22470
10,2006,4967630,100675,5189684,4568846,0,9758530
11,2006,2120280,-1,2107245,904506,0,3011751
12,2006,522150,-1,586644,781842,0,1368487
13,2006,176814,-1,201881,396631,0,598512
14,2006,184868,-1,220164,432829,0,652993
15,2006,633466,20032,623525,523928,0,1147453
16,2006,153501,-1,217136,204409,0,421544
17,2006,672909,-1,713626,813895,0,1527521
18,2006,52957,-1,56116,174871,0,230987
19,2006,415790,24292,422159,213807,0,635966
20,2006,34896,-1,41188,122128,0,163316
21,2006,5223490,243268,6286273,5395500,0,11681772
22,2006,346015,11033,414729,367266,0,781995
72,2006,139674,27787,233523,173754,0,407277
24,2006,358808,8337,378007,371039,0,749046
