id,year,total_laying_hens_indigenous,avg_indigenous_egg_period_peryear,avg_period_length_indigenous,avg_indigenous_egg_period_perhen,total_egg_prod_indigenous,total_laying_hens_hybrid,avg_hybrid_egg_period_peryear,avg_period_length_hybrid,avg_hybrid_egg_period_perhen,total_egg_prod_hybrid,total_laying_hens_exotic,avg_exotic_egg_period_peryear,avg_period_length_exotic,avg_exotic_egg_period_perhen,total_egg_prod_exotic,
0,2016,17352213,4,21,12,92692202,1044820,5,42,35,12747424,1515251,0,159,137,22126477
1,2016,1315399,4,21,12,8273718,201628,5,34,26,2225380,488288,0,180,158,8735031
2,2016,450282,3,19,12,2167625,70512,3,28,22,472343,109154,0,141,129,1802358
3,2016,294756,5,21,12,1990998,47135,6,26,18,544189,134904,0,194,171,2503269
4,2016,197260,6,23,13,1674646,40647,6,48,32,525911,102455,0,194,161,1880519
5,2016,215175,5,23,13,1694904,22362,9,51,41,494177,107767,0,197,176,2067432
6,2016,157927,4,20,12,745545,20971,4,32,26,188760,34008,0,142,127,481453
7,2016,35480,4,23,12,206253,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
8,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2016,35480,4,23,12,206253,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
10,2016,5110976,4,22,12,28696316,350752,5,35,28,3978751,642860,0,168,142,9040603
11,2016,1243286,3,20,12,5677930,39853,4,22,18,326310,74355,0,190,152,1233347
12,2016,539037,4,22,12,2588424,36549,6,30,24,466577,50674,0,244,205,1070457
13,2016,307343,4,23,12,1520020,9328,3,-1,-1,-1,56594,0,111,99,611415
14,2016,576809,4,23,12,3560559,53001,4,30,25,523513,170091,0,129,113,1710473
15,2016,692184,5,22,12,4340538,63181,5,33,22,686351,134086,0,188,159,2144232
16,2016,412407,5,25,14,3531692,49890,6,52,44,837605,40665,0,167,139,668299
17,2016,862225,4,22,13,4645313,72194,4,36,31,811058,71679,0,153,133,914989
18,2016,83806,4,22,11,480345,3685,5,49,44,37922,12952,0,110,97,110771
19,2016,316472,4,21,13,1891437,21726,4,32,28,194752,25257,0,177,136,437513
20,2016,69815,4,23,12,416906,-1,4,27,26,-1,-1,0,-1,-1,-1
78,2016,7591,5,21,11,43154,278,4,30,22,2307,698,0,125,122,6020
21,2016,6976846,4,21,12,38148906,220897,5,38,32,2581696,148908,0,108,96,1664778
22,2016,353696,3,18,10,1191520,15483,4,27,21,138938,6024,0,29,27,14972
72,2016,264049,3,18,10,793237,7581,4,39,31,83477,2405,0,32,28,3930
24,2016,425981,3,19,11,1582034,9209,5,37,33,103827,14158,0,102,90,142463
25,2016,703958,3,19,10,2696997,13444,6,24,20,164903,19187,0,38,36,56240
26,2016,578978,5,22,12,4105301,28509,6,28,21,325531,20713,0,126,120,361455
15,2016,513664,5,25,14,3785149,20709,4,67,58,209386,24131,0,174,161,368418
27,2016,454094,5,23,13,3037353,17611,6,32,27,367439,-1,0,-1,-1,-1
28,2016,730149,5,24,14,5499264,43697,5,47,36,534723,7312,0,-1,-1,-1
29,2016,439223,4,20,12,2416006,7290,5,25,22,132232,8951,0,73,76,75171
30,2016,525910,4,21,11,2374995,6819,3,-1,-1,-1,-1,0,-1,-1,-1
31,2016,237407,4,23,14,1394143,11646,4,34,33,99791,8962,0,183,151,-1
32,2016,146940,4,20,13,745311,576,4,19,18,4745,0,0,-1,-1,-1
33,2016,389607,4,23,13,2628557,19755,2,45,42,164060,14140,0,72,62,90869
34,2016,331822,3,21,14,1564334,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
77,2016,426212,4,22,14,2660707,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
75,2016,310730,3,18,10,1093354,7701,5,23,20,77141,-1,0,-1,-1,-1
76,2016,144426,3,21,12,580644,3784,6,-1,-1,36400,-1,0,-1,-1,-1
35,2016,45956,4,19,12,229974,0,0,-1,-1,0,-1,0,-1,-1,-1
36,2016,2142,4,18,9,9273,0,0,-1,-1,0,0,0,-1,-1,-1
37,2016,4816,5,16,10,18899,0,0,0,0,0,0,0,0,0,0
38,2016,38998,4,19,13,201802,0,0,0,0,0,-1,0,0,0,0
39,2016,272868,3,18,11,1224499,5224,4,22,16,51407,1908,0,-1,-1,-1
40,2016,129841,3,18,11,540959,3175,4,24,17,18473,-1,0,-1,-1,-1
41,2016,106890,3,19,11,553553,-1,-1,18,15,-1,-1,0,-1,-1,-1
42,2016,21893,3,18,10,72667,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
80,2016,14244,3,17,11,57321,-1,-1,-1,-1,-1,195,0,31,31,534
43,2016,3430513,3,20,11,15168852,260926,4,58,52,3860881,229773,0,127,108,2632105
44,2016,222295,5,22,12,1267507,26353,5,71,65,386455,50014,0,149,125,681930
45,2016,300959,3,21,11,1390201,19118,6,78,69,590053,24818,0,229,180,458488
46,2016,139711,4,19,11,642337,29805,5,36,30,461314,8302,0,120,101,101974
47,2016,677344,3,20,12,3245944,31287,5,39,36,529270,-1,0,133,120,-1
48,2016,112137,3,21,12,580792,9210,3,29,24,69827,-1,0,20,20,-1
49,2016,279094,3,18,10,1037639,14362,3,28,22,119778,27181,0,39,38,121512
50,2016,218302,4,19,11,997498,16116,4,30,26,143327,-1,0,-1,-1,-1
51,2016,49855,3,19,11,234710,2426,4,23,19,14868,8003,0,-1,-1,-1
52,2016,324576,3,18,10,1102523,-1,-1,-1,-1,-1,16757,0,32,26,36454
53,2016,337477,4,19,11,1363848,47321,4,30,28,514431,8141,0,22,21,20305
73,2016,166939,3,19,11,751989,2586,3,23,19,-1,6816,0,88,86,49017
55,2016,25029,4,20,11,132151,-1,4,23,19,2592,2603,0,129,109,29689
60,2016,76744,4,18,10,276336,-1,4,-1,-1,-1,4400,0,33,32,14390
61,2016,19482,3,19,11,87139,2083,3,24,21,16488,1337,0,28,26,4467
63,2016,36996,3,17,9,118112,-1,-1,-1,-1,-1,558,0,46,-1,-1
74,2016,259982,4,21,12,1190288,43148,3,165,147,839735,28385,0,226,191,530773
64,2016,59980,4,20,11,253048,1543,2,38,34,8734,3839,0,175,138,51202
86,2016,123611,3,19,11,496790,8714,3,-1,-1,77231,-1,0,-1,-1,-1
81,2016,92500,3,17,11,396434,-1,-1,-1,-1,-1,1801,0,112,109,26581
82,2016,44345,3,17,11,178106,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
83,2016,18295,3,16,12,80358,0,0,0,0,0,0,0,0,0,0
84,2016,16348,3,20,11,80479,387,-1,-1,-1,-1,1417,0,118,114,26119
85,2016,13512,3,13,11,57490,0,-1,-1,-1,-1,0,0,0,0,0
65,2016,30576,4,21,11,144470,-1,-1,-1,-1,-1,0,0,0,0,0
66,2016,30576,4,21,11,144470,-1,-1,-1,-1,-1,0,0,0,0,0
69,2016,41099,4,20,12,202780,1462,4,-1,35,12162,-1,0,-1,-1,-1
0,2017,16073113,4,21,12,85918543,1290727,4,45,38,16137806,2216330,0,169,133,34707761
1,2017,1257254,4,22,12,8713979,192750,5,31,22,2274050,758718,0,232,174,15535571
7,2017,51268,4,21,11,300548,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
10,2017,4774746,4,22,12,27366500,382985,4,39,32,3906535,884976,0,163,131,13396184
21,2017,6197152,4,21,12,32208440,355328,4,61,54,4195738,316187,0,88,76,3050525
35,2017,77123,4,19,12,443519,0,-1,-1,-1,-1,-1,0,-1,-1,-1
39,2017,365214,3,18,11,1504410,3663,3,19,17,9759,3420,0,111,90,28920
43,2017,3198693,3,19,11,14635695,347860,5,45,40,5636541,236745,0,132,108,2605012
81,2017,73505,4,16,11,349324,-1,4,19,18,-1,4118,0,51,44,16767
65,2017,34817,4,21,11,190786,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
69,2017,43341,4,19,10,205342,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
0,2018,15617027,4,21,12,82243437,1701391,5,49,40,30593697,2231411,0,175,144,38636328
1,2018,1221746,4,22,13,7969275,243531,5,35,26,3387532,673643,0,209,178,12798981
7,2018,48646,4,21,12,228494,645,-1,20,20,-1,-1,0,-1,-1,-1
10,2018,4693955,4,23,12,26023293,446479,4,41,33,4020118,750657,0,197,154,13215589
21,2018,6454167,4,21,12,33387667,653217,5,60,54,12230939,552387,0,133,114,9745673
35,2018,77123,4,19,12,443519,0,-1,-1,-1,-1,-1,0,-1,-1,-1
39,2018,313929,3,18,12,1330901,3901,-1,-1,-1,-1,2454,0,-1,-1,-1
43,2018,2636891,3,20,11,12113130,347096,5,48,38,-1,227620,0,113,95,2565444
81,2018,109379,3,16,11,469942,3159,4,37,24,31535,8669,0,89,77,98094
65,2018,26131,3,20,11,119391,1763,-1,-1,-1,-1,-1,0,-1,-1,-1
69,2018,35059,4,20,11,157825,-1,5,20,14,-1,3715,0,22,22,7739
0,2019,13410657,5,23,13,110569380,2586610,10,62,51,176443288,2006602,0,143,120,29808501
1,2019,1203229,6,25,15,14635953,239038,17,72,51,68194142,648191,0,188,143,10744457
2,2019,507588,6,21,13,3734169,50447,24,71,52,-1,106018,0,194,136,1403877
