id,year,goats_total,male_lt_6mo,male_6mo_lt_1yr,male_1yr_lt_2yrs,male_gte_2yrs,female_lt_6mo,female_6mo_lt_1yr,female_1yr_lt_2yrs,female_gte_2yrs,male_indigenous,male_hybrid,male_exotic,female_indigenous,female_hybrid,female_exotic,
1,2011,2874520,367686,125777,117171,196885,394825,198331,225542,1248302,808610,0,0,2071115,0,0
2,2011,1053529,131405,43653,47303,60444,142443,81121,99980,447180,282805,0,0,770724,0,0
3,2011,897857,113535,35434,37649,79481,124767,52571,60467,393954,267337,0,0,635710,0,0
4,2011,185837,18943,8776,5655,10285,23855,11029,13905,93390,43844,0,0,141993,0,0
5,2011,369894,50965,22273,14639,24779,51404,21087,22712,162036,112320,0,0,257589,0,0
6,2011,367402,52839,15641,11926,21896,52356,32523,28479,151741,102303,0,0,265099,0,0
7,2011,1713660,122585,73326,78792,131234,196701,154649,226579,729794,404455,-1,0,1299142,-1,-1
8,2011,1087304,85909,45248,41954,81259,124781,99925,129388,478840,252917,0,0,825657,0,-1
9,2011,626356,36676,28079,36838,49975,71920,54725,97190,250954,151538,-1,0,473485,-1,0
10,2011,5189432,773586,261772,240662,410372,806465,304887,312029,2079660,1681645,0,0,3486711,0,0
11,2011,1146150,194160,53254,50722,52990,204511,74022,75304,441188,347664,0,0,784263,0,0
12,2011,492647,75973,26878,24080,32617,75820,25369,23613,208298,159547,0,0,333286,0,0
13,2011,663974,82926,35403,29097,55598,92787,44989,47448,275726,204267,0,0,459964,0,0
14,2011,734409,108954,43829,31839,83229,99244,34746,36498,296070,267071,0,0,465279,0,0
15,2011,666034,85557,33586,46147,94976,99734,32493,32681,240861,258792,0,0,404269,0,0
16,2011,333802,64031,8552,9782,20342,61193,19359,11569,138973,102708,0,0,230670,0,0
17,2011,277809,49755,15204,13587,12670,46966,13807,19569,106252,91215,0,0,186594,0,0
18,2011,567714,57247,29309,25240,40595,77433,44437,50461,242992,152578,0,0,415136,0,0
19,2011,124199,24385,7545,3792,7724,19819,5736,5441,49757,43257,0,0,80134,0,0
20,2011,162273,27575,7187,5479,8013,25534,8843,7876,71767,48004,0,0,113300,0,0
78,2011,20421,3022,1025,898,1617,3426,1088,1569,7776,6542,0,0,13817,0,0
21,2011,7226944,105546,342687,257936,383868,1121828,462607,498440,3104116,2038263,-1,0,5176015,-1,0
22,2011,152360,28260,9048,4402,6621,27246,8778,8827,59178,47365,0,0,103141,0,0
